"Snapshot","User","Reason","Item","Day","Birth","Product_Line","Price","Has_Promo","Model","PNT","Sys_p90","Sys_p50","User_p90","User_p50","Sold","target"
2014-08-22,"fcst_x1","Wide Distribution","X9266",2014-09-14,2009-03-16,"P12","$103.96 ","","ARIMA",0.707,2.001,0.544,2,1,1,1
2014-09-12,"fcst_x1","New Item","X26051",2014-09-14,2012-11-13,"P12","$8.79 ","","ARIMA",0.333,0.183,0.015,2,1,0,0
2014-08-27,"retail_226","New Item","X19835",2014-09-14,2013-09-20,"P17","$17.00 ","","ARIMA",0.496,2.752,0.731,12,6,0,0
2014-08-22,"fcst_x1","Wide Distribution","X34505",2014-09-14,2013-07-29,"P12","$71.57 ","","ARIMA",0.756,0.897,0.2,2,1,0,0
2014-09-09,"retail_17","Manual order","X2658",2014-09-14,2010-07-26,"P21","$13.00 ","","ARIMA",82.9,135.095,85.348,207,122,96,0
2014-08-26,"retail_80","Promotion Change","X44823",2014-09-14,2014-06-04,"P3","$194.21 ","","ARIMA",15.107,42.691,14.663,18.879,10.488,1,1
2014-08-28,"retail_17","Must be in-stock","X14328",2014-09-14,2013-10-08,"P21","$11.14 ","","ARIMA",0.52,1.923,0.46,5.775,3.85,2,0
2014-09-12,"retail_2","New Item","X31070",2014-09-14,2014-08-07,"P15","$26.21 ","","ARIMA",0.751,5.043,1.49,2.002,2,2,1
2014-08-22,"fcst_x1","Wide Distribution","X26320",2014-09-14,2014-07-13,"P12","$16.99 ","","DLM",0.241,2.435,0.665,2,1,6,0
2014-09-09,"retail_17","Manual order","X2623",2014-09-14,2010-08-20,"P21","$4.99 ","","ARIMA",83.575,145.958,82.528,71,36,55,1
2014-08-22,"fcst_x1","Wide Distribution","X43904",2014-09-14,2014-07-14,"P12","$26.88 ","","DLM",0.666,1.352,0.36,2,1,0,0
2014-07-26,"retail_286","Seasonality","X1345",2014-09-14,2013-01-15,"P6","$203.27 ","","ARIMA",8.07,15.632,6.567,5.032,2.035,2,1
2014-07-26,"retail_286","Seasonality","X555",2014-09-14,2010-01-08,"P6","$117.35 ","","ARIMA",1.812,3.925,1.343,1.348,0.462,1,1
2014-08-22,"fcst_x1","Wide Distribution","X39535",2014-09-14,2014-06-29,"P12","$8.99 ","","ARIMA",0.081,0.667,0.108,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X45815",2014-09-14,2014-08-25,"P12","$21.76 ","","NN",0.333,0.639,0.111,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X27303",2014-09-14,2014-06-29,"P12","$11.99 ","","ARIMA",0.641,1.824,0.477,2,1,1,1
2014-09-12,"fcst_x1","New Item","X35788",2014-09-14,2014-08-26,"P12","$79.95 ","","ARIMA",0.328,0.848,0.165,2,1,0,0
2014-08-23,"retail_182","Manual order","X3095",2014-09-14,2010-10-12,"P5","$22.78 ","","ARIMA",0.245,0.78,0.143,3,1,0,0
2014-09-11,"retail_49","Wide Distribution","X8731",2014-09-14,2008-09-20,"P12","$17.85 ","","ARIMA",17.665,23,18,5.003,5,1,1
2014-08-22,"fcst_x1","Wide Distribution","X12675",2014-09-14,2014-06-29,"P12","$10.41 ","","ARIMA",0.162,1.393,0.368,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X35833",2014-09-14,2014-06-17,"P12","$13.99 ","","ARIMA",0.333,1.057,0.219,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X38303",2014-09-14,2014-07-15,"P12","$7.19 ","","ARIMA",0.667,2.072,0.602,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X27389",2014-09-14,2014-07-09,"P12","$4.60 ","","ARIMA",0.666,2.957,0.852,2,1,2,1
2014-09-12,"retail_221","Seasonality","X16410",2014-09-14,2011-06-20,"P2","$16.37 ","","ARIMA",1.319,3.718,1.19,0.001,0,1,0
2014-07-26,"retail_286","Seasonality","X563",2014-09-14,2010-09-17,"P6","$105.18 ","","ARIMA",0,1.03,0.257,0.391,0.099,1,0
2014-07-26,"retail_286","Seasonality","X597",2014-09-14,2012-08-23,"P6","$140.81 ","","ARIMA",9.689,15.698,6.035,9.382,3.629,0,1
2014-09-09,"retail_17","Manual order","X13304",2014-09-14,2013-11-21,"P21","$132.91 ","","ARIMA",5.378,13.791,5.654,12,7,3,0
2014-09-12,"fcst_x1","New Item","X39763",2014-09-14,2014-07-30,"P12","$14.67 ","","ARIMA",1.896,4.109,1.211,12,8,1,0
2014-09-12,"fcst_x1","New Item","X32669",2014-09-14,2014-09-17,"P12","$189.00 ","","GBM",0.333,0.183,0.015,2,1,0,0
2014-09-12,"fcst_x1","New Item","X21260",2014-09-14,2014-08-01,"P12","$19.99 ","","ARIMA",3.667,10.209,3.662,9,6,6,1
2014-08-22,"fcst_x1","Wide Distribution","X45076",2014-09-14,2014-07-12,"P12","$21.99 ","","ARIMA",0.938,10.768,2.329,2,1,0,1
2014-08-22,"fcst_x1","Wide Distribution","X45709",2014-09-14,2014-07-30,"P12","$7.24 ","","ARIMA",0.184,3.337,0.717,3,2,0,0
2014-08-22,"fcst_x1","Wide Distribution","X21168",2014-09-14,2014-07-08,"P12","$11.35 ","","ARIMA",0.331,0.709,0.129,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X43796",2014-09-14,2014-06-25,"P12","$25.02 ","","ARIMA",0.154,2.321,0.497,2,1,4,0
2014-07-26,"retail_286","Seasonality","X241",2014-09-14,2006-03-30,"P6","$137.94 ","","ARIMA",1.971,4.805,1.604,2.129,0.714,1,1
2014-08-22,"fcst_x1","Wide Distribution","X9947",2014-09-14,2014-07-29,"P12","$8.24 ","","ARIMA",0.328,7.747,1.513,81,54,0,0
2014-08-27,"retail_226","New Item","X28405",2014-09-14,2013-09-20,"P17","$16.99 ","","ARIMA",0.148,1.389,0.36,12,6,2,0
2014-09-03,"retail_124","New Item","X45049",2014-09-14,2014-08-04,"P22","$23.11 ","","ARIMA",3.966,12.543,4.96,42.372,35.31,14,0
2014-08-22,"fcst_x1","Wide Distribution","X44196",2014-09-14,2014-07-06,"P12","$29.00 ","","ARIMA",0.532,2.108,0.638,2,1,3,1
2014-09-09,"retail_17","Manual order","X15509",2014-09-14,2011-04-26,"P21","$83.40 ","","ARIMA",12.72,22.118,12.943,25,14,17,1
2014-07-26,"retail_286","Seasonality","X282",2014-09-14,2008-01-10,"P6","$55.90 ","","ARIMA",9.669,15.908,5.712,11.428,4.283,0,1
2014-08-22,"fcst_x1","Wide Distribution","X34847",2014-09-14,2014-06-15,"P12","$72.90 ","","ARIMA",0.081,0.554,0.096,2,1,0,0
2014-09-09,"retail_17","Manual order","X2795",2014-09-14,2011-08-31,"P21","$1,599.99 ","","ARIMA",0.41,3.05,0.529,1.002,1,0,0
2014-09-12,"fcst_x1","New Item","X45951",2014-09-14,2014-08-27,"P12","$9.99 ","","ARIMA",0.333,2.756,0.657,11,7,0,0
2014-07-26,"retail_286","Seasonality","X411",2014-09-14,2010-01-29,"P6","$112.47 ","","ARIMA",16.679,45.151,17.459,28.873,13.466,11,1
2014-08-22,"fcst_x1","Wide Distribution","X36567",2014-09-14,2014-07-01,"P12","$26.33 ","","ARIMA",0.936,3.147,0.859,2,1,1,1
2014-09-12,"fcst_x1","New Item","X45280",2014-09-14,2014-08-23,"P12","$25.89 ","","ARIMA",0.333,0.824,0.159,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X41498",2014-09-14,2014-08-06,"P12","$32.54 ","","ARIMA",0.332,0.791,0.158,2,1,0,0
2014-07-23,"retail_75","Wide Distribution","X8341",2014-09-14,2009-06-08,"P28","$37.29 ","","ARIMA",0,0.887,0.2,2,1,0,0
2014-09-12,"fcst_x1","New Item","X36018",2014-09-14,2013-12-04,"P12","$59.47 ","","ARIMA",0.293,0.888,0.219,2,1,2,1
2014-09-12,"fcst_x1","New Item","X44961",2014-09-14,2014-07-29,"P12","$18.55 ","","ARIMA",0.252,1.011,0.252,2,1,0,0
2014-09-12,"fcst_x1","New Item","X44591",2014-09-14,2014-07-18,"P12","$9.99 ","","ARIMA",9.235,17.786,9.205,15,10,11,1
2014-08-22,"fcst_x1","Wide Distribution","X29709",2014-09-14,2014-08-23,"P12","$7.35 ","","RF",0.3,0.307,0.043,3,2,1,1
2014-08-11,"retail_99","Seasonality","X10219",2014-09-14,2009-08-31,"P2","$38.99 ","","ARIMA",17.022,30.781,16.529,6.3,3.15,10,0
2014-09-12,"fcst_x1","New Item","X44131",2014-09-14,2014-08-30,"P12","$10.62 ","","ARIMA",0.397,1.276,0.352,3,2,1,0
2014-09-12,"fcst_x1","New Item","X43606",2014-09-14,2014-08-27,"P12","$10.92 ","","ARIMA",0.348,1.151,0.291,2,1,0,0
2014-07-26,"retail_286","Seasonality","X873",2014-09-14,2005-10-29,"P6","$117.83 ","","ARIMA",0,1.112,0.249,0.14,0.032,0,1
2014-09-09,"retail_17","Manual order","X12321",2014-09-14,2010-11-14,"P21","$112.02 ","","ARIMA",2.555,6.965,2.733,9,4,8,1
2014-08-22,"fcst_x1","Wide Distribution","X34844",2014-09-14,2014-06-15,"P12","$55.90 ","","ARIMA",0.336,2.942,0.762,2,1,1,1
2014-07-26,"retail_286","Seasonality","X183",2014-09-14,2012-10-03,"P6","$229.03 ","","ARIMA",5.703,11.76,5.635,2.524,1.142,3,1
2014-09-09,"retail_17","Manual order","X16657",2014-09-14,2012-05-28,"P21","$62.92 ","","ARIMA",1.777,8.665,2.327,5,2,1,1
2014-08-05,"retail_89","Promotion Change","X30692",2014-09-14,2013-06-19,"P9","$57.99 ","","ARIMA",28.951,84.027,25.834,75,50,34,0
2014-09-06,"retail_245","New Item","X26605",2014-09-14,2013-10-22,"P24","$114.00 ","","ARIMA",18.404,53.813,18.41,87,49,0,0
2014-09-04,"retail_245","Seasonality","X43419",2014-09-14,2014-06-13,"P24","$949.99 ","","ARIMA",9.879,21.343,9.497,47,26,19,0
2014-08-22,"fcst_x1","Wide Distribution","X2955",2014-09-14,2014-03-28,"P12","$9.82 ","","ARIMA",0.093,1.358,0.345,2,1,2,1
2014-09-12,"fcst_x1","New Item","X45128",2014-09-14,2014-08-15,"P12","$27.99 ","","ARIMA",0.666,1.152,0.298,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X43465",2014-09-14,2014-06-26,"P12","$26.99 ","","ARIMA",0.209,0.963,0.231,2,1,0,0
2014-09-12,"fcst_x1","New Item","X19651",2014-09-14,2014-08-27,"P12","$12.95 ","","ARIMA",0.654,1.541,0.395,2,1,0,0
2014-09-12,"fcst_x1","New Item","X7189",2014-09-14,2014-07-15,"P12","$4.10 ","","ARIMA",5.619,16.293,6.295,15,10,1,0
2014-08-22,"fcst_x1","Wide Distribution","X37091",2014-09-14,2014-08-05,"P12","$330.00 ","","ARIMA",0.666,1.662,0.449,2,1,2,1
2014-09-12,"fcst_x1","New Item","X38049",2014-09-14,2014-08-19,"P12","$25.33 ","","ARIMA",0.414,1.474,0.305,2,1,1,1
2014-07-26,"retail_286","Seasonality","X1814",2014-09-14,2013-01-12,"P6","$157.74 ","","ARIMA",2.148,4.923,2.262,2.301,1.032,1,1
2014-09-12,"fcst_x1","New Item","X3621",2014-09-14,2010-09-03,"P12","$41.26 ","","ARIMA",9.295,17.196,9.757,56,37,0,0
2014-09-09,"retail_17","Manual order","X15589",2014-09-14,2013-05-09,"P21","$199.99 ","","ARIMA",1.104,2.87,0.887,2,1,1,1
2014-07-26,"retail_286","Seasonality","X876",2014-09-14,2007-03-31,"P6","$107.10 ","","ARIMA",2.929,5.433,1.434,3.029,0.816,1,1
2014-09-12,"retail_221","Seasonality","X4488",2014-09-14,2007-03-01,"P2","$22.39 ","","ARIMA",0.578,0.768,0.146,2,1,0,0
2014-09-12,"fcst_x1","New Item","X35475",2014-09-14,2013-12-26,"P12","$38.02 ","","ARIMA",0.333,0.51,0.1,2,1,0,0
2014-07-26,"retail_286","Seasonality","X47",2014-09-14,2006-01-26,"P6","$171.76 ","","DLM",21.788,30.992,10.937,16.267,5.926,2,1
2014-08-22,"fcst_x1","Wide Distribution","X45878",2014-09-14,2014-07-24,"P12","$18.99 ","","ARIMA",1.25,4.246,1.253,2,1,2,1
2014-09-12,"fcst_x1","New Item","X25258",2014-09-14,2014-08-17,"P12","$18.71 ","","ARIMA",0.34,0.808,0.169,2,1,0,0
2014-07-26,"retail_286","Seasonality","X111",2014-09-14,2011-03-14,"P6","$107.54 ","","ARIMA",7.548,15.62,3.907,4.636,1.422,0,1
2014-08-22,"fcst_x1","Wide Distribution","X39733",2014-09-14,2014-07-30,"P12","$9.99 ","","ARIMA",0.084,1.216,0.26,2,1,0,0
2014-09-12,"fcst_x1","New Item","X32213",2014-09-14,2014-08-28,"P12","$59.00 ","","ARIMA",1.428,3.494,1.207,3,2,0,0
2014-08-22,"fcst_x1","Wide Distribution","X42223",2014-09-14,2014-07-10,"P12","$24.99 ","","ARIMA",0.028,0.753,0.147,2,1,0,0
2014-08-27,"retail_226","New Item","X33750",2014-09-14,2014-01-23,"P17","$42.50 ","","DLM",1.204,2.705,0.906,12,6,0,0
2014-08-22,"fcst_x1","Wide Distribution","X36333",2014-09-14,2014-06-24,"P12","$19.59 ","","ARIMA",10.122,22.792,9.818,3,2,4,1
2014-08-23,"retail_182","Manual order","X12461",2014-09-14,2010-07-21,"P5","$24.23 ","","ARIMA",0.028,0.14,0.012,3,1,0,0
2014-09-05,"fcst_x1","Wide Distribution","X15901",2014-09-14,2012-10-09,"P12","$29.99 ","","ARIMA",0.854,3.232,0.978,2,1,0,1
2014-08-22,"fcst_x1","Wide Distribution","X32416",2014-09-14,2014-06-29,"P12","$5.99 ","","ARIMA",0.847,4.79,1.335,2,1,1,1
2014-09-09,"retail_17","Manual order","X2805",2014-09-14,2013-06-10,"P21","$139.99 ","","ARIMA",5.517,12.61,6.05,17,8,0,0
2014-08-23,"retail_245","New Item","X40280",2014-09-14,2014-03-30,"P24","$199.99 ","","ARIMA",69.684,131.413,54.879,118,66,151,0
2014-09-12,"fcst_x1","New Item","X22946",2014-09-14,2014-07-15,"P12","$6.99 ","","ARIMA",0.333,0.609,0.116,2,1,0,0
2014-08-23,"retail_335","Must be in-stock","X8501",2014-09-14,2008-08-15,"P15","$10.20 ","","ARIMA",4.261,10.228,4.473,5.003,5,3,1
2014-07-26,"retail_286","Seasonality","X549",2014-09-14,2011-07-26,"P6","$57.02 ","","ARIMA",2.879,5.404,1.622,3.299,1.148,2,0
2014-09-12,"fcst_x1","New Item","X43837",2014-09-14,2014-05-26,"P12","$16.01 ","","ARIMA",0.333,0.254,0.026,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X15676",2014-09-14,2014-07-30,"P12","$9.91 ","","ARIMA",0.948,3.721,1.077,2,1,2,1
2014-09-09,"retail_17","Manual order","X2738",2014-09-14,2010-07-09,"P21","$9.99 ","","ARIMA",52.717,89.619,50.143,115,57,21,0
2014-08-23,"retail_182","Manual order","X22383",2014-09-14,2012-06-03,"P5","$46.13 ","","ARIMA",0.325,0.639,0.13,3,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X39489",2014-09-14,2014-06-17,"P12","$11.80 ","","ARIMA",1.402,5.919,1.785,3,2,2,1
2014-07-26,"retail_286","Seasonality","X846",2014-09-14,2011-01-20,"P6","$195.79 ","","ARIMA",2.08,2.564,0.623,0.967,0.246,0,1
2014-09-12,"fcst_x1","New Item","X36172",2014-09-14,2014-08-13,"P12","$2.49 ","","ARIMA",0.319,1.348,0.314,3,2,1,0
2014-09-12,"retail_2","New Item","X33774",2014-09-14,2013-11-16,"P15","$5.49 ","","ARIMA",0.18,1.476,0.315,3.003,3,0,0
2014-09-12,"retail_2","New Item","X46508",2014-09-14,2014-07-31,"P15","$9.99 ","","ARIMA",28.003,85.022,32.274,17,14,17,1
2014-09-12,"retail_2","New Item","X25420",2014-09-14,2014-08-23,"P15","$9.19 ","","ARIMA",5.584,16.142,7.16,11,9,5,0
2014-09-06,"retail_245","New Item","X22178",2014-09-14,2013-07-19,"P24","$753.38 ","","ARIMA",0.408,0.563,0.104,1,0,0,1
2014-09-11,"retail_49","Wide Distribution","X26624",2014-09-14,2013-09-24,"P12","$18.72 ","","ARIMA",0.305,1.571,0.429,5.003,5,0,0
2014-09-12,"retail_2","New Item","X40558",2014-09-14,2014-09-15,"P15","$44.98 ","","GBM",0.602,2.148,0.54,2.002,2,0,0
2014-09-12,"fcst_x1","New Item","X20942",2014-09-14,2014-08-22,"P12","$28.05 ","","ARIMA",0.231,1.517,0.368,3,2,0,0
2014-09-09,"retail_77","New Item","X25438",2014-09-14,2013-06-24,"P30","$30.25 ","","ARIMA",0.667,1.707,0.478,24,12,1,0
2014-08-05,"retail_17","Must be in-stock","X32576",2014-09-14,2013-10-06,"P21","$799.99 ","","ARIMA",17.674,31.374,16.931,60,32,39,1
2014-09-12,"retail_2","New Item","X35950",2014-09-14,2014-08-28,"P15","$9.59 ","","ARIMA",84.172,192.08,93.248,123,98,9,1
2014-08-22,"fcst_x1","Wide Distribution","X32480",2014-09-14,2014-07-29,"P12","$9.62 ","","ARIMA",0.332,1.167,0.24,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X36609",2014-09-14,2014-07-17,"P12","$212.07 ","","ARIMA",0.333,0.856,0.171,2,1,0,0
2014-07-26,"retail_286","Seasonality","X812",2014-09-14,2011-09-13,"P6","$34.25 ","","ARIMA",3.378,6.102,2.076,4.825,1.606,0,1
2014-09-12,"fcst_x1","New Item","X44928",2014-09-14,2014-08-04,"P12","$91.97 ","","ARIMA",0.779,1.687,0.435,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X44897",2014-09-14,2014-07-16,"P12","$46.95 ","","ARIMA",0.184,0.826,0.17,2,1,1,1
2014-08-22,"fcst_x1","Wide Distribution","X44689",2014-09-14,2014-07-11,"P12","$59.81 ","","ARIMA",0.189,1.018,0.238,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X37447",2014-09-14,2014-09-03,"P12","$9.68 ","","RF",0.332,0.506,0.06,6,4,1,0
2014-08-22,"fcst_x1","Wide Distribution","X42747",2014-09-14,2014-04-25,"P12","$11.29 ","","ARIMA",0.333,0.384,0.052,2,1,0,0
2014-09-12,"fcst_x1","New Item","X28538",2014-09-14,2014-08-02,"P12","$37.95 ","","ARIMA",3.007,7.462,2.916,11,7,1,0
2014-08-23,"retail_182","Manual order","X18379",2014-09-14,2011-08-15,"P5","$37.94 ","","ARIMA",0.005,0.362,0.054,3,1,0,0
2014-08-07,"retail_111","Must be in-stock","X16569",2014-09-14,2011-06-16,"P8","$16.83 ","","ARIMA",2.107,13.251,3.654,25,15,1,0
2014-07-26,"retail_286","Seasonality","X1376",2014-09-14,2013-03-06,"P6","$48.39 ","","ARIMA",5.513,12.609,5.005,13.247,5.101,8,0
2014-08-22,"fcst_x1","Wide Distribution","X36720",2014-09-14,2014-08-08,"P12","$93.74 ","","DLM",0.333,0.749,0.141,2,1,0,0
2014-09-12,"fcst_x1","New Item","X30801",2014-09-14,2014-08-19,"P12","$26.00 ","","ARIMA",0.218,1.043,0.226,2,1,0,0
2014-09-12,"fcst_x1","New Item","X16967",2014-09-14,2014-08-13,"P12","$7.14 ","","ARIMA",0.825,2.932,0.856,3,2,0,0
2014-09-12,"fcst_x1","New Item","X36742",2014-09-14,2014-08-23,"P12","$8.36 ","","DLM",1.642,4.084,1.435,3,2,1,0
2014-09-12,"retail_2","New Item","X12662",2014-09-14,2014-08-06,"P15","$1.87 ","","ARIMA",4.454,14.406,6.145,6,5,4,1
2014-09-09,"retail_17","Manual order","X2641",2014-09-14,2012-05-17,"P21","$35.99 ","","ARIMA",32.041,51.504,30.621,92,55,29,0
2014-07-26,"retail_286","Seasonality","X1258",2014-09-14,2011-12-08,"P6","$52.78 ","","ARIMA",9.801,18.911,7.964,3.529,1.616,3,1
2014-07-26,"retail_286","Seasonality","X196",2014-09-14,2012-04-12,"P6","$130.46 ","","ARIMA",5.997,11.892,4.537,4.084,1.724,1,1
2014-07-26,"retail_286","Seasonality","X171",2014-09-14,2012-03-08,"P6","$124.74 ","","ARIMA",5.722,12.527,3.194,4.868,1.567,2,1
2014-09-12,"fcst_x1","New Item","X43042",2014-09-14,2014-08-17,"P12","$14.81 ","","ARIMA",0.662,1.514,0.403,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X6174",2014-09-14,2014-08-04,"P12","$6.24 ","","ARIMA",0.246,3.031,0.719,5,3,7,1
2014-08-28,"retail_17","Must be in-stock","X6380",2014-09-14,2011-11-23,"P21","$109.99 ","","ARIMA",0.404,1.074,0.271,1.238,0.825,1,1
2014-09-12,"fcst_x1","New Item","X1705",2014-09-14,2014-07-23,"P12","$12.50 ","","ARIMA",14.847,29.444,15.364,23,15,38,0
2014-08-22,"fcst_x1","Wide Distribution","X4390",2014-09-14,2014-07-08,"P12","$11.12 ","","ARIMA",1.613,7.832,2.065,3,2,2,1
2014-08-22,"fcst_x1","Wide Distribution","X37775",2014-09-14,2014-07-16,"P12","$63.47 ","","ARIMA",0.028,0.643,0.116,2,1,0,0
2014-07-26,"retail_286","Seasonality","X1877",2014-09-14,2012-08-17,"P6","$187.82 ","","ARIMA",0.567,1.614,0.414,0.423,0.096,0,1
2014-09-12,"fcst_x1","New Item","X38205",2014-09-14,2014-08-27,"P12","$49.99 ","","ARIMA",0.666,1.152,0.298,2,1,0,0
2014-09-12,"retail_2","New Item","X27652",2014-09-14,2014-07-30,"P15","$10.94 ","","ARIMA",4.333,16.623,6.279,3.003,3,9,0
2014-09-03,"retail_124","New Item","X41249",2014-09-14,2014-08-19,"P22","$11.84 ","","ARIMA",0.333,1,0.224,0.132,0.11,1,0
2014-08-22,"fcst_x1","Wide Distribution","X38262",2014-09-14,2014-02-27,"P12","$15.10 ","","ARIMA",0.024,0.377,0.053,2,1,0,0
2014-08-22,"fcst_x1","Wide Distribution","X26732",2014-09-14,2014-07-05,"P12","$49.61 ","","ARIMA",0.129,2.448,0.642,2,1,0,0
2014-09-09,"retail_17","Manual order","X6064",2014-09-14,2010-10-03,"P21","$3.99 ","","ARIMA",60.521,84.933,60.473,124,83,55,0
2014-07-26,"retail_286","Seasonality","X1281",2014-09-14,2012-08-22,"P6","$83.38 ","","ARIMA",1.73,3.526,0.998,2.757,0.824,0,1
2014-08-22,"fcst_x1","Wide Distribution","X10483",2014-09-14,2010-03-02,"P12","$270.00 ","","ARIMA",0.134,0.594,0.115,2,1,0,0
2014-09-12,"fcst_x1","New Item","X39377",2014-09-14,2014-07-30,"P12","$9.75 ","","ARIMA",0.175,1.266,0.293,3,2,0,0
2014-07-26,"retail_286","Seasonality","X1811",2014-09-14,2012-01-03,"P6","$144.27 ","","ARIMA",9.207,17.656,6.582,5.017,2.046,3,1
2014-08-22,"fcst_x1","Wide Distribution","X43653",2014-09-14,2014-08-04,"P12","$8.77 ","","ARIMA",1.158,3.819,1.234,2,1,4,0
2014-08-22,"fcst_x1","Wide Distribution","X41800",2014-09-14,2014-07-13,"P12","$210.66 ","","ARIMA",0.333,0.749,0.141,2,1,0,0
2014-09-12,"fcst_x1","New Item","X15417",2014-09-14,2014-08-04,"P12","$4.54 ","","ARIMA",1.444,5.267,1.818,5,3,0,0
2014-08-23,"retail_182","Manual order","X9883",2014-09-14,2012-02-03,"P5","$45.87 ","","ARIMA",0.194,0.305,0.04,3,1,0,0
2014-09-12,"fcst_x1","New Item","X39679",2014-09-14,2014-02-18,"P12","$23.99 ","","ARIMA",0.333,0.491,0.045,2,1,0,0
2014-07-26,"retail_286","Seasonality","X357",2014-09-14,2013-01-12,"P6","$132.28 ","","ARIMA",6.457,12.661,5.011,2.97,1.238,0,1
2014-09-12,"fcst_x1","New Item","X21279",2014-09-14,2012-04-13,"P12","$6.74 ","","ARIMA",3.779,6.96,2.647,12,8,9,1
2014-09-05,"retail_188","New Item","X49032",2014-09-14,2014-09-30,"P20","$36.47 ","","RF",0,0.317,0,19.217,19.211,1,0
2014-08-22,"fcst_x1","Wide Distribution","X23479",2014-09-14,2014-06-24,"P12","$22.60 ","","ARIMA",0.794,3.395,0.898,2,1,0,1
2014-09-19,"fcst_x1","New Item","X45337",2014-09-21,2014-08-06,"P12","$22.06 ","N","ARIMA",0.315,2.199,0.57,2,1,0,0
2014-09-19,"fcst_x1","New Item","X11663",2014-09-21,2014-08-23,"P12","$8.63 ","N","ARIMA",0.318,0.631,0.14,2,1,0,0
2014-09-11,"retail_41","Must be in-stock","X7854",2014-09-21,2011-07-14,"P28","$30.21 ","N","DLM",0.028,0.75,0.14,1,0,0,1
2014-09-11,"retail_41","Must be in-stock","X33848",2014-09-21,2013-10-28,"P28","$52.63 ","N","ARIMA",1.111,6.072,1.698,18,5,1,0
2014-07-26,"retail_286","Seasonality","X1767",2014-09-21,2013-02-22,"P6","$230.76 ","N","ARIMA",1.447,2.525,0.757,1.247,0.362,0,1
2014-09-11,"retail_41","Must be in-stock","X17305",2014-09-21,2011-08-10,"P28","$24.99 ","N","ARIMA",0,0.443,0.063,1,0,0,0
2014-09-05,"fcst_x1","Wide Distribution","X29295",2014-09-21,2014-07-28,"P12","$95.12 ","N","ARIMA",1.608,3.941,1.225,2,1,4,0
2014-09-12,"retail_2","New Item","X23281",2014-09-21,2014-08-30,"P15","$29.95 ","N","ARIMA",13.79,35.416,15.64,19,15,21,0
2014-07-26,"retail_286","Seasonality","X1155",2014-09-21,2011-06-30,"P6","$80.28 ","N","ARIMA",8.268,14.77,6.083,11.375,4.434,2,1
2014-09-05,"fcst_x1","Wide Distribution","X46005",2014-09-21,2014-08-07,"P12","$9.54 ","N","ARIMA",0.24,1.836,0.452,2,1,0,0
2014-09-05,"fcst_x1","Wide Distribution","X45820",2014-09-21,2014-07-23,"P12","$360.83 ","N","ARIMA",0.282,1.311,0.324,2,1,0,0
2014-07-26,"retail_286","Seasonality","X1240",2014-09-21,2012-02-03,"P6","$129.08 ","N","ARIMA",6.491,12.019,4.429,5.323,1.928,2,1
2014-09-19,"fcst_x1","New Item","X28409",2014-09-21,2014-07-26,"P12","$10.99 ","N","ARIMA",0.225,0.917,0.221,2,1,0,0
2014-07-26,"retail_286","Seasonality","X1284",2014-09-21,2012-01-09,"P6","$122.60 ","N","ARIMA",1.662,3.258,1.661,1.256,0.473,0,1
2014-09-19,"fcst_x1","New Item","X31717",2014-09-21,2014-07-21,"P12","$6.35 ","N","ARIMA",0.805,6.942,1.84,6,4,0,0
2014-09-19,"fcst_x1","New Item","X25218",2014-09-21,2014-07-21,"P12","$7.16 ","N","ARIMA",0.333,3.306,0.737,3,2,0,0
2014-09-19,"fcst_x1","New Item","X9096",2014-09-21,2014-09-01,"P12","$5.28 ","N","ARIMA",1.242,3.383,1.19,6,4,0,0
2014-07-26,"retail_286","Seasonality","X1131",2014-09-21,2012-07-30,"P6","$99.16 ","N","ARIMA",8.476,14.846,5.121,10.157,4.04,5,1
2014-09-05,"fcst_x1","Wide Distribution","X43795",2014-09-21,2014-07-24,"P12","$25.57 ","N","ARIMA",0.028,0.887,0.127,2,1,0,0
2014-09-11,"retail_41","Must be in-stock","X28426",2014-09-21,2014-01-30,"P28","$10.00 ","N","ARIMA",58.171,113.835,55.494,69,28,79,0
2014-09-12,"retail_2","New Item","X24422",2014-09-21,2014-09-16,"P15","$5.00 ","N","GBM",0.274,2.199,0.516,3.003,3,0,0
2014-09-05,"fcst_x1","Wide Distribution","X12223",2014-09-21,2014-06-16,"P12","$14.71 ","N","ARIMA",0.12,0.986,0.233,2,1,1,1
2014-09-12,"retail_221","Seasonality","X4450",2014-09-21,2007-03-01,"P2","$16.96 ","N","ARIMA",0.018,1.441,0.276,0.001,0,0,1
